path,guid,width,height,spriteBorder,prefab_count,colors,prefabs
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/WithdrawHistory/Icon_FailWithdraw.png,efda26392f0ea0240b7e7434e7df93cf,160,55,"{x: 0, y: 0, z: 0, w: 0}",1,"{""{r: 1, g: 1, b: 1, a: 1}"": 1}",Assets/BizzaWZ/Final/Real/UI/WithdrawHistory/WithdrawHistoryItem.prefab
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/WithdrawHistory/Icon_SuccessWithdraw.png,52d1ef7c44a4a334db16a392a5641b1b,160,55,"{x: 0, y: 0, z: 0, w: 0}",1,"{""{r: 1, g: 1, b: 1, a: 1}"": 1}",Assets/BizzaWZ/Final/Real/UI/WithdrawHistory/WithdrawHistoryItem.prefab
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/WithdrawHistory/Icon_WaitWithdraw.png,9e48663a6d8a64349aca96870dc4852d,160,55,"{x: 0, y: 0, z: 0, w: 0}",1,"{""{r: 1, g: 1, b: 1, a: 1}"": 1}",Assets/BizzaWZ/Final/Real/UI/WithdrawHistory/WithdrawHistoryItem.prefab
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/Withdrawal/Bg_EmptyField.png,c3d42288e4a752648b6ad5ebb057635d,393,73,"{x: 148, y: 27, z: 82, w: 27}",1,"{""{r: 1, g: 1, b: 1, a: 1}"": 9}",Assets/BizzaWZ/Final/Real/UI/WithdrawFillPanel/WithdrawFillPanel.prefab
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/Withdrawal/Icon_SeleChannel.png,ea26bc081c9e64b43a548f09221f3800,69,69,"{x: 0, y: 0, z: 0, w: 0}",1,"{""{r: 1, g: 1, b: 1, a: 1}"": 4}",Assets/BizzaWZ/Final/Real/UI/WithdrawFillPanel/WithdrawFillPanel.prefab
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Common/Bg_GameTop.png,335f9729c4fd7064ebdc0d24aa09298f,1844,229,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/GamePanel/Auto_On.png,3309761d2026cb34bad1f454b239e538,80,81,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/GamePanel/Auto_bg.png,225c37e38698d454faa17ef27e44170d,96,158,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/GamePanel/Auto_off.png,fa3f8673d980d8049a6f54fd7d3e6844,80,81,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/GamePanel/Btn_Currency.png,c56a8241ffaf9ce4a84fbdc3dfe26af8,414,162,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/GamePanel/HDHG_JN_BG_1.png,349e413018df32f4b987c0ee38f10b6c,28,1113,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/GamePanel/HDHG_JN_BG_2.png,9974de4f02d2f1d4e8f33a234e909f69,28,1113,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/GamePanel/Icon_PropAddTip.png,8cbf64eb5bc6b7f43acc1c6226b480db,80,80,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/GamePanel/Prop_HaveTip.png,57537490966f74a4092bcd1ff3a52467,176,176,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Loading/ICON.png,78320c4de744fbd4d8ce35b88c159cc8,512,512,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Loading/ICON_notification_small.png,5717cea43dfaf094d8b912666737b7b2,256,256,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Loading/加载参考.png,ea9d79337a1346c4892c79bc502416b4,1080,2340,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/LosePanel/Icon_LoseIcon.png,8ee74fb6abc68904ba2c416b388fb952,794,437,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Prop/Icon_Prop_2.png,c235db81d11b41c4b92102d54070a707,1610,917,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DanPanel/Icon_NotClaim.png,fc934fa8d0118fb48a85b9342e779d20,169,86,"{x: 81, y: 41, z: 82, w: 39}",0,{},
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/GamePanel/Icon_DailyMission.png,8678942805711f940bdf8a6548136199,151,150,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/GetRewardPanel/Bg_DailyAdFill.png,ef5c601c6da54a34f91d66251eb2f397,678,71,"{x: 339, y: 35.5, z: 339, w: 35.5}",0,{},
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/SlotPanel/SlotOther/bonus.png,43ab0e8d46ffbe54688e43274db467ad,994,508,"{x: 0, y: 0, z: 0, w: 0}",0,{},
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/StarRatingPopup/bg.png,14e3ba30f9fe66b4aa28b66ff07bae32,1054,566,"{x: 203, y: 266, z: 272, w: 142}",0,{},
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/StarRatingPopup/starbg.png,3d02055a26b2f7d47998f8df4beb793f,922,159,"{x: 0, y: 0, z: 0, w: 0}",0,{},
